_time,AP_channel,RSSI,channel_width,client_ID,client_opportunity_medium_use,distance_m,download_packet_loss,download_retrans,download_tcp_rtt_ms,jitter_ms,latency_ms,link_speed_mbps,local,obstacles,radio,router_expected_throughput_mbps,router_noise,router_opportunity_medium_use,router_rx_drop_misc,router_rx_duration_us,router_rx_rate_mbps,router_signal_avg_dbm,router_signal_dbm,router_snr,router_tx_duration_us,router_tx_failed,router_tx_rate_mbps,router_tx_retries,signal_level,site_survey_same_channel_aps,site_survey_strongest_channel,site_survey_strongest_rssi,site_survey_total_aps,speedtest_down_mbps,speedtest_up_mbps,upload_packet_loss,upload_retrans,upload_tcp_rtt_ms
2026-05-30 21:59:26.139000+00:00,149,-30,80.0,1.0,1,2.0,0.0,0,2.449,1.1844444444444444,2.994,702,1.0,0,1.0,619.0,-92.0,2,0.0,1851677.0,866.7,-49.0,-42.0,43.0,8832834.0,3004.0,780.0,3003.0,4.0,0,3.0,-24.0,44,638.0844357290504,75.76791684930937,0.0,0,1.769
2026-05-30 22:00:52.451000+00:00,149,-30,80.0,1.0,2,2.0,0.6586189313399007,1959680,3.078,58.06044444444444,95.6913,234,1.0,0,1.0,619.0,-92.0,2,0.0,14720.0,780.0,-42.0,-42.0,50.0,14000.0,0.0,780.0,0.0,4.0,1,3.0,-22.0,28,234.99507973761567,61.35128039223472,0.0,0,1.973
2026-05-30 22:01:07.985000+00:00,149,-25,80.0,3.0,1,2.0,0.0012329402955814,4344,49.378,7.435555555555556,18.029,433,1.0,0,1.0,330.359,-92.0,2,1.0,3523199.0,433.3,-45.0,-46.0,48.0,7958840.0,983.0,390.0,983.0,4.0,0,3.0,-38.0,21,290.8810808434096,84.21584713375796,0.0,0,7.296
2026-05-30 22:02:05.136000+00:00,149,-41,80.0,2.0,1,2.0,0.0003765616228948,1448,47.404,6.634444444444444,17.612000000000002,433,1.0,0,1.0,330.359,-92.0,3,2.0,7142001.0,433.3,-51.0,-52.0,41.0,9128953.0,726.0,390.0,726.0,4.0,0,3.0,-27.0,22,325.3478512594962,209.90298597154512,0.0,0,8.093
2026-05-30 22:04:55.019000+00:00,149,-39,80.0,1.0,1,2.0,0.0,0,2.076,0.3811111111111112,3.44,650,1.0,0,1.0,619.0,-92.0,4,0.0,1814917.0,866.7,-50.0,-41.0,42.0,8734542.0,1451.0,780.0,1451.0,4.0,0,3.0,-26.0,41,637.7197563331339,76.17810051870792,0.0431450701621021,21,2.098
2026-05-30 22:06:19.925000+00:00,149,-25,80.0,1.0,2,2.0,0.0011399467966046,2896,2.012,8.342555555555554,9.5072,234,1.0,0,1.0,619.0,-92.0,4,0.0,5592566.0,780.0,-41.0,-39.0,51.0,2036460.0,110.0,780.0,110.0,4.0,1,3.0,-17.0,30,154.08374459275572,205.5011321644618,0.0565184626978146,21,1.58
2026-05-30 22:06:28.608000+00:00,149,-29,80.0,3.0,1,2.0,0.0007514085589337,2896,31.901,7.57888888888889,16.946,433,1.0,0,1.0,330.359,-92.0,2,2.0,4501690.0,433.3,-47.0,-47.0,44.0,8701988.0,428.0,390.0,428.0,4.0,0,3.0,-45.0,24,324.4768911544228,130.25141607870415,0.0,0,20.067
2026-05-30 22:07:25.773000+00:00,149,-40,80.0,2.0,1,2.0,0.0003660097243728,1448,43.83,5.046666666666667,17.879,433,1.0,0,1.0,330.359,-92.0,2,1.0,6992873.0,433.3,-51.0,-51.0,41.0,9156132.0,326.0,390.0,326.0,4.0,0,3.0,-27.0,22,328.7676800639872,204.65102494286,0.0,0,9.052
2026-05-30 22:10:23.789000+00:00,149,-34,80.0,1.0,1,2.0,0.0,0,2.492,3.2300000000000004,5.57,650,1.0,0,1.0,619.0,-92.0,3,0.0,1912852.0,780.0,-50.0,-45.0,42.0,8940296.0,21885.0,780.0,21885.0,4.0,0,3.0,-24.0,39,523.5628077412533,74.83452841709921,0.0,0,2.329
2026-05-30 22:11:47.599000+00:00,149,-22,80.0,1.0,1,2.0,0.0,0,2.492,4.131666666666667,4.4216,234,1.0,0,1.0,25.343,-92.0,3,0.0,0.0,468.0,-38.0,-38.0,54.0,0.0,0.0,29.3,0.0,4.0,0,3.0,-22.0,29,0.0,0.0,0.0,0,2.329
