_time,AP_channel,RSSI,channel_width,client_ID,client_opportunity_medium_use,distance_m,download_packet_loss,download_retrans,download_tcp_rtt_ms,jitter_ms,latency_ms,link_speed_mbps,local,obstacles,radio,router_expected_throughput_mbps,router_noise,router_opportunity_medium_use,router_rx_drop_misc,router_rx_duration_us,router_rx_rate_mbps,router_signal_avg_dbm,router_signal_dbm,router_snr,router_tx_duration_us,router_tx_failed,router_tx_rate_mbps,router_tx_retries,signal_level,site_survey_same_channel_aps,site_survey_strongest_channel,site_survey_strongest_rssi,site_survey_total_aps,speedtest_down_mbps,speedtest_up_mbps,upload_packet_loss,upload_retrans,upload_tcp_rtt_ms,qoe_dw_score
2026-07-10 19:05:33.036000+00:00,48,-48,80.0,2.0,3,2.0,0.3522389260179381,1966384,4.973,0.028297149608625012,0.010180781675312002,433,cwpb-2m,0,1.0,330.359,-92.0,12,1.0,4998283.0,234.0,-65.0,-65.0,28.0,4539080.0,4649.0,390.0,4646.0,,2,3.0,-34.0,39,0.20817219031026865,0.188999141712683,0.09954527367734045,1182,14.682,0.39717133202295163
2026-07-10 19:06:46.254000+00:00,48,-52,80.0,3.0,5,2.0,0.00041637440765803575,4344,23.285,0.011377935312361542,0.009779672333213498,433,cwpb-2m,0,1.0,299.7,-91.0,12,0.0,6290345.0,234.0,-63.0,-63.0,29.0,6853904.0,1323.0,351.0,1323.0,,4,3.0,-35.0,43,0.40154027757052185,0.3062147487229732,0.0023897518905057406,21,75.79,0.7077550262934951
2026-07-10 19:10:26.191000+00:00,48,-31,80.0,1.0,8,2.0,0.00019182016554311756,4344,1.753,0.018344902279328505,0.0059683632068204,867,cwpb-2m,0,1.0,619.0,-91.0,12,0.0,6011488.0,866.7,-57.0,-47.0,32.0,8582383.0,10011.0,780.0,10011.0,,7,3.0,-30.0,73,0.8313010945225011,0.6909925754861806,0.00982265460197375,105,2.561,1.5222936700086818
2026-07-10 19:11:08.589000+00:00,48,-48,80.0,2.0,4,2.0,0.3994585111826593,2919168,7.093,0.023728646679466357,0.011229520825843562,433,cwpb-2m,0,1.0,330.359,-91.0,12,1.0,5252563.0,234.0,-64.0,-65.0,27.0,4830129.0,3337.0,390.0,3334.0,,3,3.0,-32.0,44,0.2730791581535939,0.21532840906174164,0.10738850093463698,1222,16.153,0.4884075672153355
2026-07-10 19:12:21.994000+00:00,48,-60,80.0,3.0,1,2.0,0.0004146533585693068,4344,24.429,0.01903017771870231,0.011686610857172207,390,cwpb-2m,0,1.0,299.7,-89.0,12,0.0,5681020.0,325.0,-64.0,-65.0,25.0,6731192.0,1280.0,351.0,1280.0,,0,3.0,-38.0,27,0.39850815352086666,0.292710733637132,0.12379043999216165,1203,101.4,0.6912188871579987
2026-07-10 19:16:10.844000+00:00,48,-41,80.0,1.0,7,2.0,0.0007590032035495652,15928,3.155,0.00750061536946783,0.004214986390015922,780,cwpb-2m,0,1.0,619.0,-91.0,12,0.0,5871299.0,780.0,-58.0,-60.0,33.0,8206357.0,9643.0,780.0,9641.0,,6,3.0,-30.0,79,0.7699680099134366,0.66520602598096,0.006189519213970658,63,3.893,1.4351740358943967
2026-07-10 19:16:44.368000+00:00,48,-52,80.0,2.0,4,2.0,0.22602548132943592,1678232,8.231,0.022334465613154133,0.012342971598787942,433,cwpb-2m,0,1.0,330.359,-92.0,12,3.0,5099346.0,263.3,-65.0,-66.0,27.0,5271409.0,5595.0,390.0,5590.0,,3,3.0,-34.0,42,0.2759762306706916,0.23017864416944797,0.009171449522552454,63,30.667,0.5061548748401395
2026-07-10 19:17:57.891000+00:00,48,-53,80.0,3.0,1,2.0,0.00026509372125412147,2896,25.391,0.015050460296361933,0.00982229983051718,433,cwpb-2m,0,1.0,299.7,-92.0,12,0.0,5333563.0,325.0,-63.0,-65.0,29.0,7176069.0,1456.0,351.0,1456.0,,0,3.0,-38.0,27,0.4222077918572399,0.31560534059931195,0.1336967439603573,1240,74.438,0.7378131324565518
2026-07-10 19:22:20.156000+00:00,48,-50,80.0,2.0,2,2.0,0.22163131595889515,1476960,4.303,0.02117264805789396,0.010168455651995275,433,cwpb-2m,0,1.0,330.359,-91.0,12,3.0,5652441.0,263.3,-65.0,-65.0,26.0,5454712.0,7511.0,390.0,7501.0,,1,3.0,-29.0,27,0.25101282589434226,0.23643288349930114,0.003347650942551015,42,10.062,0.4874457093936434
2026-07-10 19:23:33.332000+00:00,48,-53,80.0,3.0,1,2.0,0.000383879645087607,4344,16.835,0.010436666174371093,0.008828514200606031,433,cwpb-2m,0,1.0,299.7,-88.0,12,1.0,6077365.0,175.5,-63.0,-64.0,25.0,7407359.0,1484.0,351.0,1484.0,,0,3.0,-38.0,27,0.4295890469596392,0.3595579416055415,0.002269162760659746,21,24.841,0.7891469885651807
